trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	19	1.26	1.26	1.26	1.33	5.04	1.26	5.32	6.09	1.75	3.5
2	19	0.7000000000000001	0.7000000000000001	0.77	0.98	4.83	0.98	3.57	4.06	3.57	2.52
3	19	1.54	1.54	1.47	1.4	2.24	0.14	1.82	1.75	1.68	3.5
4	19	0.07	0.0	0.14	0.14	0.0	0.14	0.0	1.05	4.48	3.5
5	19	0.21	1.68	3.5	0.21	0.07	0.0	3.36	3.5	0.0	3.5
6	19	0.0	0.0	0.14	0.0	0.21	0.14	0.84	0.98	0.0	3.5
7	19	4.41	1.54	1.47	1.47	0.0	0.0	3.5	3.5	5.600000000000001	4.41
8	19	0.0	0.0	0.0	0.0	0.0	5.88	5.390000000000001	5.04	3.36	1.61
9	19	0.0	0.07	0.0	0.0	0.0	1.75	1.89	2.1	4.69	3.5
10	19	0.0	0.0	0.0	1.82	0.0	0.0	2.52	2.38	4.62	2.38
11	19	0.0	0.0	0.0	0.0	1.89	1.89	3.5	3.5	0.07	1.96
12	19	0.0	0.0	0.0	0.0	0.0	0.0	3.43	2.38	5.04	1.12
13	19	1.75	1.4	1.4	0.0	0.0	0.0	3.36	3.5	5.67	5.739999999999999
14	19	0.63	0.42	3.5	0.56	0.21	0.0	3.36	3.5	3.57	3.5
15	19	1.75	1.61	3.5	0.0	0.0	0.0	2.03	1.89	1.89	3.5
16	19	2.52	0.63	2.31	0.0	0.0	0.0	3.36	1.96	2.1	2.1
17	19	3.5	3.5	5.109999999999999	0.0	0.0	0.0	3.43	3.5	6.79	5.04
18	19	2.1	3.5	3.5	0.0	0.0	0.0	3.5	3.5	0.0	3.5
19	19	0.0	0.0	0.0	1.33	3.5	0.0	3.36	5.04	0.0	3.5
20	19	0.0	0.0	0.0	0.0	6.44	0.0	5.81	5.600000000000001	3.64	1.19
21	19	0.0	0.0	0.0	0.0	6.23	0.0	5.95	6.02	2.1	1.54
22	19	0.0	0.0	3.5	3.5	0.0	0.0	3.36	3.5	3.36	3.43
23	19	0.0	0.0	0.0	0.0	5.32	0.0	3.5	3.5	5.109999999999999	1.4
24	19	0.07	0.0	0.0	0.0	4.41	0.0	2.52	2.59	0.91	1.82
25	19	3.5	5.390000000000001	3.5	0.0	0.0	0.0	3.5	3.5	0.0	3.5
26	19	1.54	3.5	3.5	0.0	0.0	0.0	1.75	1.82	0.0	3.5
27	19	4.48	4.48	5.88	0.0	0.0	0.0	3.57	3.5	0.84	5.18
28	19	2.03	4.62	1.05	0.0	0.0	0.0	1.54	1.61	0.0	3.5
29	19	2.03	4.97	0.0	0.0	0.0	0.0	1.82	1.89	1.82	3.5
30	19	2.03	1.96	5.25	0.0	0.0	0.0	3.36	1.96	1.54	3.5
31	19	3.43	1.82	4.48	0.0	0.0	0.0	1.96	2.03	0.0	3.5
32	19	0.0	0.0	0.0	0.0	2.38	0.0	2.24	1.96	3.57	2.03
33	19	1.82	3.64	5.739999999999999	0.0	0.0	0.0	3.5	3.5	3.5	3.5
34	19	0.0	0.0	0.0	0.0	0.0	5.67	3.5	4.760000000000001	6.09	2.17
35	19	0.0	0.0	0.0	0.0	6.16	0.0	5.46	5.600000000000001	0.0	1.89
36	19	0.0	0.0	0.0	5.53	0.0	0.0	3.5	3.5	0.0	3.5
37	19	4.55	3.5	4.83	0.0	0.0	0.0	2.17	2.1	2.31	3.5
38	19	1.96	5.04	3.5	0.0	0.0	0.0	2.52	2.66	1.75	3.5
39	19	3.5	2.52	4.899999999999999	0.0	0.0	0.0	2.45	2.38	2.38	3.5
40	19	4.55	4.13	4.34	0.0	0.0	0.0	3.5	3.5	6.79	3.5
41	19	2.03	5.18	2.52	0.0	0.0	0.0	3.5	3.5	4.899999999999999	3.5
42	19	5.18	1.61	1.68	0.0	0.0	0.0	3.57	3.5	6.72	3.5
