trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	[[38]]	2.38	2.73	0.0	3.78	3.850000000000001	4.899999999999999	1.12	2.59	1.33	2.38
2	[[39]]	4.48	3.22	3.78	2.94	3.22	3.99	1.19	3.92	1.54	3.850000000000001
3	[[31]]	4.2	3.64	3.64	3.92	0.0	0.0	1.26	2.94	2.24	4.2
4	[[17]]	1.47	2.45	0.0	3.78	3.92	4.899999999999999	1.19	1.82	0.42	1.68
5	[[18]]	4.41	3.01	2.8	3.99	3.29	4.62	1.82	1.47	7.0	0.0
6	[[10]]	1.05	2.1	3.92	4.83	3.15	0.0	1.4	2.52	1.26	1.54
7	[[26]]	4.41	6.44	4.48	0.0	0.0	0.0	1.26	5.04	1.4	5.46
8	[[28]]	4.27	4.27	5.18	3.99	0.21	0.56	1.33	4.48	1.26	5.109999999999999
9	[[23]]	4.27	3.85	3.78	0.7	0.07	0.0	1.12	4.62	1.33	5.25
10	[[5]]	4.62	4.899999999999999	3.92	4.13	0.0	0.0	0.84	4.27	0.98	5.04
11	[[7]]	4.62	4.34	4.83	0.0	0.0	0.0	0.98	4.83	4.2	4.760000000000001
12	[[2]]	5.81	5.18	4.41	0.0	0.0	0.0	1.89	5.95	1.05	6.02
13	[[32]]	0.35	0.77	0.98	5.32	0.14	0.0	1.19	0.98	0.98	3.850000000000001
14	[[34]]	0.0	0.0	0.77	3.5	5.739999999999999	1.26	2.73	1.54	1.75	3.78
15	[[35]]	0.0	0.21	0.35	3.43	5.95	3.36	2.66	2.66	1.12	3.64
16	[[11]]	1.75	0.0	0.98	5.32	4.34	4.2	1.26	1.54	0.7000000000000001	0.0
17	[[13]]	1.68	1.12	0.0	2.87	4.62	3.64	1.47	2.73	1.05	2.24
18	[[14]]	2.1	3.29	1.05	1.4	3.99	3.08	0.84	2.8	1.26	3.36
19	[[3]]	4.55	3.850000000000001	3.99	0.0	0.0	0.0	0.77	4.2	1.75	4.13
20	[[4]]	4.83	4.55	4.62	0.0	0.0	0.0	0.98	4.41	6.510000000000001	4.48
21	[[8]]	5.18	4.06	6.3	0.28	0.0	0.0	0.56	4.48	1.4	4.899999999999999
22	[[24]]	4.27	1.19	2.24	0.0	0.0	0.0	0.98	4.06	1.26	3.78
23	[[25]]	2.1	4.48	3.78	4.62	0.0	0.0	1.47	3.850000000000001	1.12	4.2
24	[[29]]	4.2	5.04	6.16	1.47	0.0	0.0	1.4	4.2	2.8	4.899999999999999
25	[[16]]	1.68	0.14	0.0	0.49	1.89	6.02	1.75	2.03	1.89	0.56
26	[[15]]	1.05	1.05	0.35	0.21	2.59	0.0	1.47	2.66	1.96	2.38
27	[[12]]	0.42	0.28	0.0	2.59	1.33	0.0	1.33	1.96	1.47	2.24
28	[[37]]	4.2	0.14	0.0	0.0	1.05	4.2	0.77	3.57	1.26	3.15
29	[[36]]	0.56	0.49	0.28	0.28	2.8	1.47	1.26	2.52	2.8	3.29
30	[[33]]	0.42	0.28	0.84	2.73	0.7000000000000001	0.42	0.84	3.08	2.17	3.57
31	[[20]]	1.33	0.21	0.35	0.42	0.0	0.0	1.47	3.15	3.850000000000001	3.64
32	[[21]]	2.52	0.63	1.05	0.0	0.14	0.0	1.54	3.29	2.94	3.22
33	[[19]]	1.54	0.84	0.14	0.14	0.21	0.0	1.12	3.64	1.96	3.22
34	[[41]]	1.19	0.77	0.84	0.63	0.0	0.0	0.56	3.64	0.7000000000000001	2.8
35	[[42]]	0.56	0.28	0.14	0.14	0.14	0.0	0.28	3.08	0.56	2.52
36	[[40]]	0.56	0.35	0.21	0.14	0.0	0.0	0.84	2.94	0.77	2.94
37	[[1]]	5.32	4.34	3.64	0.0	0.0	0.0	2.03	4.62	2.8	4.760000000000001
38	[[6]]	4.2	5.390000000000001	3.850000000000001	0.42	0.14	0.0	0.63	4.83	0.98	4.34
39	[[9]]	5.04	4.06	5.739999999999999	0.14	0.0	0.0	1.26	4.760000000000001	1.26	4.62
40	[[22]]	5.25	4.06	4.06	0.0	0.0	0.0	1.82	4.48	1.61	4.34
41	[[27]]	3.99	4.899999999999999	1.96	0.42	0.0	0.0	0.84	4.48	2.31	4.62
42	[[30]]	4.06	4.48	4.2	0.35	0.0	0.0	0.98	4.62	2.38	4.83
