trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	2	5.81	5.739999999999999	4.48	1.26	0.07	0.28	6.09	6.58	3.71	5.109999999999999
2	2	4.97	5.600000000000001	3.92	1.05	0.14	0.14	4.899999999999999	4.899999999999999	1.96	3.5
3	2	5.109999999999999	6.23	3.78	2.66	0.0	0.0	4.899999999999999	5.600000000000001	2.24	3.5
4	2	4.69	2.66	4.62	0.35	0.0	0.35	5.109999999999999	5.109999999999999	1.68	3.5
5	2	3.5	3.15	2.73	2.8	1.54	2.52	3.5	3.08	0.0	4.34
6	2	4.48	4.13	3.22	1.19	0.7000000000000001	0.0	5.18	5.32	0.0	4.06
7	2	1.54	1.26	1.33	3.5	3.29	6.58	1.19	2.45	1.47	0.7000000000000001
8	2	1.19	1.33	1.4	3.99	1.61	0.84	4.62	2.1	1.4	1.75
9	2	1.61	1.68	1.68	4.2	5.25	6.510000000000001	3.850000000000001	2.52	3.64	2.52
10	2	2.31	2.24	1.4	3.850000000000001	2.17	5.95	3.5	1.96	3.36	2.38
11	2	0.35	0.7000000000000001	0.56	3.850000000000001	4.2	7.0	3.71	0.91	2.8	0.28
12	2	1.26	0.84	1.12	3.99	5.95	2.45	0.0	0.0	0.0	0.0
13	2	5.390000000000001	4.2	6.44	1.19	0.07	0.0	5.18	5.32	5.600000000000001	5.81
14	2	4.899999999999999	2.31	2.24	1.19	0.84	0.84	5.109999999999999	2.87	1.68	2.73
15	2	4.48	3.08	5.390000000000001	0.28	0.0	0.0	4.27	5.109999999999999	3.29	4.48
16	2	5.46	4.760000000000001	5.46	0.84	0.63	0.7000000000000001	2.1	5.390000000000001	5.04	3.5
17	2	5.600000000000001	5.109999999999999	5.18	1.75	0.7000000000000001	0.84	0.0	3.5	0.0	3.5
18	2	5.600000000000001	5.32	7.0	1.4	0.84	1.26	3.78	4.97	5.46	3.5
19	2	1.68	1.82	1.12	1.05	1.68	3.5	2.73	3.5	1.54	2.94
20	2	1.82	1.47	1.26	1.96	5.600000000000001	4.41	2.38	2.38	1.89	1.96
21	2	0.0	0.0	0.0	4.899999999999999	5.95	5.32	5.46	1.54	1.54	1.54
22	2	0.0	0.0	0.98	4.2	4.34	5.390000000000001	3.57	4.62	2.38	0.77
23	2	2.31	1.68	0.0	1.33	3.5	0.0	3.71	3.5	5.739999999999999	3.5
24	2	1.82	0.0	0.0	0.84	2.03	1.61	1.4	3.5	0.0	3.5
25	2	5.109999999999999	5.390000000000001	5.25	1.26	1.68	1.89	2.24	3.5	0.0	3.5
26	2	5.18	5.390000000000001	4.899999999999999	1.47	1.68	1.82	3.36	3.5	0.0	3.5
27	2	4.83	5.18	5.04	1.96	2.17	1.47	0.0	3.5	1.82	3.5
28	2	5.88	5.109999999999999	7.0	0.0	0.0	0.91	6.02	3.5	0.0	3.5
29	2	4.55	4.13	4.83	1.68	0.14	1.26	5.04	4.27	3.5	3.5
30	2	6.44	4.06	4.48	0.49	0.49	0.35	5.25	3.5	0.0	3.5
31	2	2.1	2.1	1.4	6.02	0.42	0.7000000000000001	1.89	3.5	0.0	3.5
32	2	5.600000000000001	1.12	1.61	3.99	0.0	0.0	4.2	3.5	4.760000000000001	3.5
33	2	2.24	2.03	1.12	5.600000000000001	0.28	0.14	2.03	3.5	0.0	3.5
34	2	2.31	2.03	1.82	1.96	2.24	1.82	0.0	3.5	0.0	3.5
35	2	1.12	0.91	0.7000000000000001	5.390000000000001	0.0	0.7000000000000001	1.33	2.1	0.0	3.5
36	2	4.62	5.53	2.45	1.96	3.5	3.5	3.01	3.5	3.15	3.5
37	2	3.64	3.5	3.5	3.5	4.34	3.5	4.97	3.5	4.2	3.5
38	2	4.62	4.55	4.83	0.28	0.56	0.14	3.71	4.41	2.03	3.5
39	2	4.97	5.25	0.14	0.0	0.0	0.0	5.88	5.25	5.04	5.81
40	2	6.649999999999999	6.16	0.07	0.0	0.0	0.0	6.02	5.18	5.739999999999999	5.95
41	2	0.7000000000000001	0.98	0.77	0.63	0.91	0.7000000000000001	5.81	3.5	4.48	3.5
42	2	4.83	4.06	0.7000000000000001	0.91	0.63	0.56	5.95	4.2	4.69	5.04
