trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	12	2.24	4.27	2.38	2.73	3.29	0.0	1.12	2.1	3.15	2.45
2	17	2.1	2.45	1.26	3.22	1.96	4.34	1.4	2.17	1.89	2.03
3	18	1.68	1.75	1.82	3.08	2.31	4.97	1.68	1.89	4.41	1.47
4	33	1.75	3.5	2.66	4.62	4.06	3.01	0.84	2.31	0.0	1.96
5	38	0.0	2.38	0.0	2.24	4.48	6.93	3.78	1.19	3.64	0.0
6	39	3.5	3.850000000000001	0.0	1.19	3.5	4.48	1.96	3.36	4.41	3.5
7	27	3.5	4.2	1.26	0.0	0.0	0.0	1.12	4.2	3.5	4.55
8	30	3.5	1.4	4.83	0.0	0.0	0.0	1.19	5.18	0.0	1.82
9	28	4.41	3.5	5.32	0.0	0.0	0.0	1.26	4.62	4.899999999999999	4.62
10	6	2.66	2.03	2.66	0.0	1.12	0.0	1.26	3.5	0.0	0.77
11	9	4.760000000000001	4.48	6.510000000000001	0.0	0.0	0.0	3.43	5.46	3.08	5.600000000000001
12	7	4.34	2.73	5.53	0.0	0.0	0.0	1.68	4.34	3.29	4.62
13	37	5.53	5.390000000000001	0.0	0.0	3.5	7.0	3.5	2.24	1.96	0.35
14	34	7.0	5.81	0.0	0.0	7.0	0.0	3.64	1.54	3.29	3.64
15	36	7.0	5.04	0.0	1.75	6.859999999999999	0.0	2.24	1.75	3.57	1.89
16	16	1.96	1.4	0.0	0.0	3.29	3.92	1.47	2.1	2.03	1.89
17	13	3.15	3.57	0.0	1.89	5.46	0.0	2.66	2.38	3.29	1.61
18	15	2.31	2.24	0.0	0.0	3.15	0.0	0.98	2.8	0.98	3.5
19	8	2.45	1.68	3.36	0.0	0.0	0.0	0.56	3.57	1.12	3.22
20	5	2.52	3.5	2.24	0.0	0.0	0.0	0.91	3.43	0.0	3.5
21	1	2.31	1.89	2.24	0.0	0.0	0.0	0.42	3.92	1.4	2.94
22	29	3.5	3.5	4.55	0.0	0.0	0.0	1.12	4.41	1.33	4.83
23	26	2.17	2.94	0.49	0.0	0.0	0.0	0.21	4.41	3.43	3.36
24	22	5.32	5.32	4.55	0.0	0.0	0.0	5.88	5.95	7.0	5.88
25	21	1.96	3.71	2.59	0.0	0.0	0.0	0.7000000000000001	0.84	0.35	3.43
26	19	0.0	2.03	0.0	0.0	0.0	0.0	0.28	3.5	3.57	3.5
27	20	3.5	2.38	3.36	0.0	0.0	0.0	1.26	5.25	4.69	4.48
28	42	0.42	1.68	0.0	0.0	0.0	0.0	4.13	3.5	0.0	3.5
29	40	3.5	2.8	0.0	0.0	0.0	0.0	3.71	3.5	0.91	4.760000000000001
30	41	4.27	4.41	1.96	0.0	0.0	0.0	4.34	4.34	1.05	5.109999999999999
31	35	0.0	3.08	0.0	1.19	7.0	0.0	5.25	1.54	0.0	3.5
32	31	3.5	3.71	2.03	4.899999999999999	0.0	0.0	4.83	3.57	7.0	5.32
33	32	0.0	1.26	1.47	3.64	0.0	0.0	0.7000000000000001	3.5	0.0	3.5
34	14	0.0	0.98	0.0	0.0	3.5	2.1	1.82	3.5	2.87	1.68
35	10	0.0	0.63	0.0	3.29	1.89	0.42	0.7000000000000001	2.31	0.98	2.94
36	11	0.0	1.54	0.0	3.5	2.45	0.0	1.68	3.5	0.63	1.26
37	3	3.5	1.89	2.52	0.0	0.0	0.0	0.98	4.899999999999999	0.0	4.2
38	2	2.1	0.7000000000000001	0.35	0.0	0.0	0.0	1.33	3.850000000000001	0.0	5.04
39	4	0.0	0.98	0.56	0.0	0.0	0.0	0.0	3.5	0.0	3.5
40	24	5.390000000000001	1.61	4.899999999999999	0.0	0.0	0.0	7.0	6.37	7.0	7.0
41	23	5.04	4.34	4.13	0.0	0.0	0.0	4.06	5.390000000000001	3.99	4.69
42	25	1.26	3.5	0.28	0.0	0.0	0.0	1.12	3.5	0.0	2.17
