trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	19	2.59	4.55	2.31	1.47	1.4	1.47	5.18	4.48	5.32	4.83
2	19	3.99	3.64	3.5	1.4	1.33	1.33	4.83	3.5	5.739999999999999	3.22
3	19	5.390000000000001	3.43	3.71	4.41	1.47	1.4	5.25	4.2	5.25	4.2
4	19	3.92	4.69	2.03	0.98	0.98	0.91	3.5	4.41	5.46	3.5
5	19	4.760000000000001	5.600000000000001	2.38	2.38	1.33	1.26	4.760000000000001	4.83	5.88	4.41
6	19	2.66	4.899999999999999	3.99	1.89	1.82	1.75	4.760000000000001	4.760000000000001	2.1	3.92
7	19	1.75	3.78	1.68	3.92	4.41	5.32	5.04	1.54	5.81	2.17
8	19	4.27	2.52	1.33	2.52	3.5	2.45	4.760000000000001	4.83	4.2	4.69
9	19	2.17	2.17	1.54	3.5	2.38	1.54	4.760000000000001	2.87	4.69	2.52
10	19	4.41	4.41	1.4	1.4	1.33	1.4	4.62	5.04	4.69	5.390000000000001
11	19	1.82	2.1	1.75	4.62	3.850000000000001	1.19	4.34	2.66	2.24	3.01
12	19	3.22	2.45	4.27	3.5	1.33	1.33	3.5	3.5	4.48	3.5
13	19	2.59	4.48	1.82	1.82	1.82	1.75	3.5	3.5	4.760000000000001	2.94
14	19	3.5	1.68	1.68	3.5	1.61	1.61	4.41	3.01	2.24	3.01
15	19	4.55	1.75	4.48	1.12	0.98	1.05	4.48	4.48	3.64	3.99
16	19	4.13	5.04	4.2	1.75	1.68	1.61	4.83	3.92	4.760000000000001	4.55
17	19	3.01	3.08	2.17	1.4	1.4	1.33	3.22	3.5	2.66	3.5
18	19	3.64	2.73	4.48	1.19	1.33	1.26	4.34	4.34	5.390000000000001	4.2
19	19	2.17	2.66	1.68	4.760000000000001	4.13	2.38	3.64	2.24	4.27	3.01
20	19	3.5	4.34	2.38	2.38	4.55	1.12	4.27	4.13	5.32	4.2
21	19	2.31	2.66	1.82	2.66	1.68	1.26	2.8	4.41	2.52	4.41
22	19	1.4	3.850000000000001	1.19	1.26	4.62	1.89	3.64	2.73	5.109999999999999	4.06
23	19	1.82	2.31	3.5	1.96	4.27	1.96	3.43	2.87	5.600000000000001	3.64
24	19	1.54	1.54	3.850000000000001	2.73	1.61	1.61	2.52	2.38	3.43	4.27
25	19	3.99	3.36	5.109999999999999	1.4	1.47	1.47	3.43	5.390000000000001	5.600000000000001	5.390000000000001
26	19	4.13	2.87	2.94	0.98	1.12	1.12	2.52	2.94	3.43	3.78
27	19	3.78	2.87	2.94	1.68	1.68	2.66	2.8	2.66	3.43	2.87
28	19	3.5	3.92	4.83	3.57	1.4	1.4	4.62	5.32	6.3	4.55
29	19	3.64	4.27	3.78	2.03	1.96	1.61	3.5	4.41	4.62	4.69
30	19	3.99	2.8	4.83	3.64	2.66	1.82	3.5	4.41	5.53	4.899999999999999
31	19	1.4	1.54	1.68	3.5	1.68	4.2	3.57	2.87	4.760000000000001	2.66
32	19	1.47	1.82	1.96	4.34	1.96	2.31	3.57	2.59	4.2	2.24
33	19	1.68	1.68	1.68	4.2	1.75	3.5	3.36	4.760000000000001	4.34	2.17
34	19	0.7000000000000001	0.91	1.19	1.4	1.54	2.52	0.42	2.59	4.62	4.55
35	19	1.89	1.26	3.5	2.8	1.26	1.19	3.71	4.55	5.18	4.27
36	19	2.73	1.26	3.5	1.19	1.19	1.68	3.57	4.13	4.760000000000001	4.2
37	19	2.66	1.68	4.27	3.5	1.33	1.4	3.5	4.27	0.0	4.69
38	19	1.82	2.52	1.68	2.17	1.68	1.82	1.12	2.52	0.77	2.73
39	19	3.71	4.34	3.92	3.08	1.4	1.4	3.29	4.48	1.26	4.41
40	19	3.5	1.54	4.55	3.99	1.47	1.33	3.57	4.69	3.43	4.2
41	19	3.850000000000001	4.2	3.71	1.4	1.33	1.19	4.62	4.2	5.04	4.13
42	19	2.17	4.27	2.24	2.24	2.24	1.19	3.57	2.73	2.31	4.06
