trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	4	3.5	6.44	0.0	0.0	0.0	0.0	5.81	7.0	4.06	5.739999999999999
2	3	7.0	7.0	7.0	0.0	0.0	0.0	7.0	6.859999999999999	6.79	7.0
3	2	7.0	6.58	5.95	0.0	0.0	0.0	5.46	6.44	3.850000000000001	6.02
4	25	3.5	5.18	0.0	0.0	0.0	0.0	3.57	4.06	0.0	3.5
5	24	7.0	0.0	0.0	0.0	0.0	0.0	6.510000000000001	7.0	0.0	7.0
6	23	5.32	0.0	0.0	0.0	0.0	0.0	5.46	5.109999999999999	3.5	3.5
7	12	3.5	3.5	3.5	3.5	3.5	3.5	5.600000000000001	3.64	3.64	5.04
8	15	0.0	0.0	0.0	0.0	3.5	0.0	7.0	3.5	7.0	3.5
9	17	0.0	0.0	0.0	1.54	4.2	7.0	7.0	0.0	0.0	0.0
10	33	0.0	0.0	0.0	5.18	6.02	1.05	5.04	3.5	0.0	3.5
11	36	0.0	0.0	0.0	0.0	7.0	5.18	7.0	0.0	0.0	0.0
12	38	0.0	0.0	0.0	0.0	0.0	5.04	5.04	3.5	0.0	0.0
13	20	4.48	0.07	0.0	0.0	0.0	0.0	7.0	5.25	7.0	7.0
14	19	0.0	1.12	0.0	0.0	2.03	0.0	6.02	3.5	0.0	6.09
15	21	2.1	2.1	0.0	0.0	0.0	0.0	7.0	7.0	7.0	6.16
16	41	0.0	0.0	0.0	0.0	0.0	0.0	3.43	3.5	0.0	3.5
17	40	0.0	0.0	0.0	0.0	0.0	0.0	3.57	3.5	0.0	3.5
18	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	1.61
19	5	6.02	7.0	0.0	0.0	0.0	0.0	6.02	7.0	0.0	5.53
20	7	6.16	0.0	6.58	0.0	0.0	0.0	6.16	6.23	4.55	7.0
21	1	7.0	4.55	0.0	0.0	0.0	0.0	5.18	7.0	5.25	5.109999999999999
22	26	5.46	5.53	0.0	0.0	0.0	0.0	3.5	4.899999999999999	0.0	3.5
23	28	6.510000000000001	1.26	6.510000000000001	0.0	0.0	0.0	5.88	5.88	3.43	7.0
24	22	7.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	3.57	7.0
25	35	0.0	0.0	0.0	0.35	7.0	1.05	7.0	0.0	0.0	0.0
26	39	0.0	0.0	0.0	0.0	0.0	5.32	5.53	3.5	0.0	1.82
27	32	0.0	0.0	0.0	4.06	0.0	0.0	4.55	3.5	0.0	3.5
28	14	0.0	0.0	0.0	0.0	6.09	5.53	5.32	3.5	0.0	0.0
29	18	0.0	0.0	0.0	5.600000000000001	3.5	7.0	7.0	0.0	0.0	0.0
30	11	0.0	0.0	0.0	7.0	7.0	0.0	7.0	0.0	3.43	0.0
31	27	5.04	7.0	0.0	0.0	0.0	0.0	7.0	7.0	1.54	7.0
32	29	5.04	4.55	6.79	0.0	0.0	0.0	5.46	5.600000000000001	0.0	3.5
33	30	5.18	0.0	5.18	0.0	0.0	0.0	5.46	5.46	3.71	4.2
34	6	3.5	6.02	0.0	0.0	0.0	0.0	5.739999999999999	5.81	0.0	5.67
35	8	5.739999999999999	0.0	6.58	0.0	0.0	0.0	6.09	6.16	3.5	7.0
36	9	5.600000000000001	0.0	6.649999999999999	0.0	0.0	0.0	6.649999999999999	6.649999999999999	0.0	5.390000000000001
37	31	0.0	0.0	0.0	6.44	0.0	0.0	7.0	1.54	7.0	3.5
38	37	6.02	0.0	0.0	0.0	0.0	0.0	5.53	5.600000000000001	3.71	6.02
39	34	0.0	0.0	0.0	0.0	7.0	1.52	7.0	0.0	0.0	0.0
40	10	0.0	0.0	0.0	5.95	0.0	4.41	5.600000000000001	0.0	0.0	0.0
41	16	0.0	0.0	0.0	1.61	7.0	7.0	7.0	0.0	3.36	0.0
42	13	0.0	0.0	0.0	0.0	5.18	0.0	3.71	3.5	0.0	3.5
