trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	20	0.98	0.0	0.0	0.0	0.0	0.0	0.77	3.5	7.0	3.5
2	19	1.05	4.55	0.0	0.0	0.0	0.0	4.34	4.83	4.83	4.83
3	21	0.0	1.12	0.0	0.0	0.0	0.0	1.75	3.5	2.03	3.5
4	41	0.0	0.0	0.98	0.0	0.0	0.0	1.26	3.5	0.0	3.5
5	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	1.54	3.5
6	42	0.0	0.7	0.0	0.0	0.0	0.0	0.0	3.5	3.5	3.5
7	18	0.0	0.0	0.0	3.5	0.0	7.0	3.5	0.0	3.5	0.0
8	10	0.0	0.0	0.0	0.84	0.0	1.68	0.98	1.47	3.5	1.47
9	13	0.0	0.0	0.0	1.54	3.22	0.0	3.5	0.0	0.0	0.0
10	39	0.0	0.0	0.0	0.0	0.0	4.55	3.5	1.82	0.0	0.7000000000000001
11	31	5.18	0.0	0.0	0.0	0.0	0.56	3.64	3.5	3.5	3.5
12	34	0.0	0.0	0.0	0.0	1.61	0.0	3.43	2.38	5.109999999999999	4.48
13	24	3.5	0.0	0.0	0.0	0.0	0.0	1.82	3.5	0.0	3.5
14	25	0.0	3.5	0.0	0.0	0.0	0.0	1.4	3.5	0.0	3.5
15	28	0.0	0.0	1.68	0.0	0.0	0.0	3.57	4.69	4.899999999999999	3.5
16	3	3.5	1.96	1.54	0.0	0.0	0.0	3.36	4.48	4.760000000000001	3.5
17	4	0.0	2.66	0.0	0.0	0.0	0.0	2.38	5.109999999999999	0.0	4.55
18	7	1.89	0.0	1.82	0.0	0.0	0.0	1.47	4.13	3.5	4.13
19	14	2.17	2.24	0.0	0.0	0.0	0.0	1.54	3.5	3.43	3.5
20	12	0.0	0.0	0.0	1.05	1.19	0.0	1.4	3.5	3.43	3.5
21	11	0.0	0.0	0.0	3.57	0.0	0.0	4.06	1.54	3.5	1.61
22	35	0.0	0.0	0.0	0.0	2.24	0.0	3.5	3.5	0.0	3.57
23	33	0.0	0.0	0.0	2.45	0.0	0.98	3.57	2.24	0.0	3.57
24	32	0.0	0.0	0.0	1.89	0.0	0.0	2.94	1.23	3.5	3.5
25	8	3.5	3.5	3.5	0.0	0.0	0.0	3.57	5.53	5.53	5.04
26	1	1.96	0.0	0.0	0.0	0.0	0.0	1.47	4.69	0.0	3.5
27	9	1.75	0.0	3.5	0.0	0.0	0.0	2.17	4.97	3.5	4.48
28	29	4.41	4.48	4.48	0.0	0.0	0.0	4.62	5.25	5.04	4.760000000000001
29	22	5.109999999999999	0.0	0.0	0.0	0.0	0.0	5.04	5.109999999999999	2.38	4.97
30	30	0.0	2.52	2.73	0.0	0.0	0.0	1.26	3.5	0.0	3.5
31	36	0.0	0.0	0.0	0.0	1.75	0.56	2.03	3.5	3.5	3.5
32	37	0.0	0.0	0.0	0.0	0.0	4.06	4.13	1.61	3.36	0.0
33	38	0.0	0.0	0.0	0.0	0.0	5.95	5.88	0.0	1.61	0.0
34	15	0.0	0.0	0.0	0.0	2.03	0.0	1.19	3.5	5.53	3.5
35	16	0.0	0.0	0.0	0.0	0.0	7.0	5.32	0.0	7.0	0.0
36	17	0.0	0.0	0.0	0.0	0.0	6.09	3.57	0.0	3.5	0.0
37	23	3.5	0.0	0.0	0.0	0.0	0.0	3.01	4.62	3.57	4.69
38	27	0.0	1.54	0.0	0.0	0.0	0.0	1.82	3.5	4.97	3.5
39	26	0.0	1.68	0.0	0.0	0.0	0.0	1.47	5.390000000000001	3.57	3.5
40	2	4.34	4.41	0.0	0.0	0.0	0.0	3.5	5.53	2.38	5.32
41	6	2.31	3.5	0.0	0.0	0.0	0.0	1.61	5.739999999999999	0.0	3.5
42	5	0.0	2.59	0.0	0.0	0.0	0.0	2.1	6.16	0.0	4.55
