trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	15	1.82	0.7	0.42	0.0	2.1	0.0	3.15	1.33	0.0	3.5
2	15	0.0	0.0	0.0	0.0	4.62	5.53	4.55	2.1	0.0	1.47
3	15	0.0	0.0	0.0	0.0	0.0	5.25	5.04	3.29	0.0	1.4
4	15	0.0	0.0	0.0	0.0	5.67	0.0	7.0	3.0	0.0	1.0
5	15	1.61	0.0	0.0	0.0	0.0	4.69	4.13	3.5	3.43	0.0
6	15	1.68	0.0	0.0	0.0	0.0	0.0	1.82	3.5	3.64	1.96
7	15	3.5	1.26	0.0	0.0	0.0	0.0	1.89	5.18	0.0	3.5
8	15	5.18	4.62	6.44	0.0	0.0	0.0	4.899999999999999	5.95	7.0	7.0
9	15	1.61	5.18	1.33	0.0	0.0	0.0	4.55	5.739999999999999	5.46	5.25
10	15	5.25	2.03	1.96	0.0	0.0	0.0	3.78	5.739999999999999	0.0	5.600000000000001
11	15	4.34	4.760000000000001	5.95	0.0	0.0	0.0	3.850000000000001	5.53	0.0	4.34
12	15	2.17	6.02	5.53	0.0	0.0	0.0	5.600000000000001	7.0	0.0	4.48
13	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
14	15	1.12	0.0	3.71	0.0	0.0	0.0	2.87	3.5	3.64	4.13
15	15	1.54	0.77	3.99	0.0	0.0	0.0	2.8	4.2	1.4	3.43
16	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	5.18
17	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
18	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	2.94
19	15	0.0	0.0	3.5	2.38	0.0	0.0	3.850000000000001	2.38	0.0	1.82
20	15	0.84	0.0	4.34	1.19	4.899999999999999	0.0	5.0	2.0	0.0	3.0
21	15	5.04	1.54	5.88	2.1	0.0	0.0	6.16	2.8	7.0	5.67
22	15	0.0	0.0	2.1	5.32	0.0	0.0	5.46	1.4	0.0	3.5
23	15	0.0	0.0	0.0	0.0	1.4	0.0	4.34	3.5	1.4	1.82
24	15	0.0	0.0	0.0	5.739999999999999	0.0	0.0	6.649999999999999	2.17	0.7000000000000001	2.59
25	15	5.390000000000001	6.02	4.2	0.0	0.0	0.0	5.25	5.88	0.0	4.62
26	15	2.52	4.41	0.0	0.0	0.0	0.0	3.22	7.0	3.850000000000001	4.97
27	15	5.18	1.54	1.4	0.0	0.0	0.0	3.71	3.22	0.56	5.600000000000001
28	15	4.27	4.83	0.0	0.0	0.0	0.0	3.92	5.46	0.0	3.99
29	15	3.5	6.79	4.27	0.0	0.0	0.0	4.41	7.0	0.49	4.55
30	15	5.53	5.53	6.44	0.49	0.0	0.0	4.62	5.25	1.47	5.39
31	15	1.05	0.0	0.0	0.0	3.5	0.0	4.06	3.57	0.91	2.87
32	15	0.84	0.14	4.69	1.82	0.0	0.0	1.82	3.57	1.54	2.66
33	15	0.0	0.0	0.0	0.0	0.0	2.1	1.47	3.43	0.63	1.68
34	15	0.0	0.0	3.5	3.5	5.25	0.0	3.57	3.5	0.0	2.52
35	15	0.0	0.0	0.0	3.78	0.0	0.0	3.850000000000001	3.36	0.0	3.5
36	15	0.0	0.0	0.0	0.0	0.0	3.64	3.57	3.5	0.0	1.26
37	15	4.48	0.84	6.16	0.0	0.0	0.0	5.18	5.81	0.98	6.02
38	15	6.44	4.899999999999999	6.93	0.0	0.0	0.0	5.46	7.0	0.84	7.0
39	15	5.600000000000001	6.37	6.58	0.0	0.0	0.0	5.04	6.16	1.96	6.3
40	15	5.739999999999999	2.17	7.0	0.0	0.0	0.0	3.64	7.0	7.0	7.0
41	15	7.0	0.0	0.0	0.0	0.0	0.0	5.95	3.5	7.0	5.600000000000001
42	15	3.5	3.5	5.95	0.0	0.0	0.0	3.15	7.0	0.0	4.27
