trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	28	3.5	3.5	4.41	5.32	1.4	0.0	1.33	4.48	3.64	4.2
2	28	3.5	3.5	0.0	0.0	0.0	0.0	0.63	3.5	0.0	3.5
3	28	5.25	5.109999999999999	5.88	0.0	0.0	0.0	4.899999999999999	5.739999999999999	5.739999999999999	6.3
4	28	0.0	3.5	3.5	0.0	0.0	0.0	0.0	3.5	3.43	3.5
5	28	3.5	0.42	0.42	0.0	0.0	0.0	0.0	4.760000000000001	0.0	3.5
6	28	3.5	3.5	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	28	3.5	3.5	4.06	0.0	0.0	0.0	0.0	3.5	0.0	3.5
8	28	0.7000000000000001	3.5	4.899999999999999	0.0	3.5	0.0	3.57	4.27	6.72	3.5
9	28	0.0	0.35	0.42	0.0	0.0	0.0	0.0	3.5	3.36	3.5
10	28	1.68	5.739999999999999	0.0	0.0	0.0	0.0	0.56	4.69	0.0	3.5
11	28	3.5	3.5	3.5	3.5	3.5	3.5	0.0	3.5	0.0	3.5
12	28	5.32	7.0	0.0	0.0	0.0	0.0	5.04	5.109999999999999	0.0	6.23
13	28	3.5	3.5	0.0	0.0	0.0	3.5	3.29	2.45	3.43	3.5
14	28	0.49	0.0	0.0	0.0	5.109999999999999	0.0	5.109999999999999	1.75	0.0	3.5
15	28	0.0	0.84	0.0	0.0	4.62	0.0	5.04	3.5	0.98	3.5
16	28	0.0	0.0	1.4	0.0	1.26	3.5	1.89	1.26	3.5	1.12
17	28	1.47	4.97	0.0	0.0	6.649999999999999	0.0	0.0	0.0	0.0	0.0
18	28	0.42	0.0	0.0	6.37	5.739999999999999	0.0	6.23	2.52	7.0	2.1
19	28	3.5	4.41	4.48	0.0	0.7000000000000001	0.84	3.5	4.97	1.68	4.13
20	28	5.109999999999999	4.97	7.0	0.0	0.0	0.0	3.43	5.600000000000001	5.739999999999999	5.88
21	28	3.5	5.46	1.54	0.0	0.0	1.26	2.24	3.92	3.5	3.5
22	28	3.5	3.5	5.600000000000001	0.0	0.0	0.0	0.0	3.5	0.0	3.5
23	28	5.81	4.41	6.649999999999999	0.0	0.0	0.0	4.55	5.81	3.5	6.02
24	28	6.16	5.32	0.7	0.0	0.0	0.0	5.04	5.18	2.59	6.09
25	28	0.0	5.390000000000001	0.0	0.0	5.46	0.28	7.0	4.55	3.64	1.12
26	28	0.0	0.0	0.0	0.0	6.58	5.95	7.0	0.0	5.46	0.0
27	28	0.0	0.0	0.0	0.0	3.5	6.3	4.34	0.7000000000000001	0.7000000000000001	0.77
28	28	0.0	0.0	0.0	0.0	1.05	0.0	3.57	3.5	3.36	3.5
29	28	3.5	3.5	0.0	0.0	0.0	1.89	1.54	3.5	0.0	3.5
30	28	0.0	0.0	0.0	0.0	3.5	7.0	5.25	0.98	5.600000000000001	0.21
31	28	0.0	1.68	0.0	0.0	0.0	0.0	0.0	4.2	0.0	3.5
32	28	4.760000000000001	4.06	3.92	0.0	0.0	0.0	0.91	4.62	5.67	5.32
33	28	1.54	3.5	1.75	0.0	0.0	0.0	0.0	3.5	0.0	3.5
34	28	1.33	3.5	1.33	0.0	0.0	0.0	3.36	4.760000000000001	0.7000000000000001	4.760000000000001
35	28	5.88	5.04	3.5	0.0	0.0	0.0	3.64	5.81	3.57	5.67
36	28	3.5	3.5	3.5	0.0	0.0	0.0	1.4	3.5	0.0	3.5
37	28	4.97	5.04	6.72	0.0	0.0	0.0	5.109999999999999	5.18	0.35	5.390000000000001
38	28	0.14	3.5	4.41	4.34	1.05	0.0	3.71	4.34	3.5	4.55
39	28	0.0	1.33	1.47	5.46	5.53	0.49	1.82	3.5	0.0	1.47
40	28	3.5	0.0	0.0	0.0	0.0	0.0	0.0	3.5	5.25	3.5
41	28	0.0	0.0	0.0	5.95	0.0	0.0	3.43	3.5	0.0	3.5
42	28	0.0	0.0	3.5	5.390000000000001	0.0	0.0	3.57	3.5	0.0	4.760000000000001
