trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	5	2.24	5.46	4.83	0.98	0.0	0.0	2.66	3.99	0.7000000000000001	4.760000000000001
2	5	5.04	2.8	5.88	0.0	0.0	0.0	5.46	4.62	1.19	6.79
3	5	3.64	6.44	4.760000000000001	1.82	0.28	0.0	5.25	6.44	2.1	5.32
4	5	2.45	5.739999999999999	1.68	1.68	0.0	0.0	5.18	5.88	0.7000000000000001	5.32
5	5	1.82	1.19	5.53	3.71	0.0	0.0	6.58	4.41	2.94	6.09
6	5	1.96	4.899999999999999	1.54	1.61	0.0	0.0	4.97	5.600000000000001	0.56	4.34
7	5	0.7000000000000001	0.0	0.0	0.0	0.0	0.0	0.35	3.5	0.0	3.5
8	5	0.28	0.0	0.0	0.14	0.0	0.0	0.84	3.5	3.08	4.760000000000001
9	5	3.01	0.77	0.0	0.0	0.0	0.0	4.06	4.27	1.96	5.109999999999999
10	5	2.24	0.28	0.0	0.0	0.0	0.0	1.82	3.5	2.8	4.2
11	5	0.84	0.0	0.0	0.0	0.0	0.0	1.26	3.5	0.49	2.59
12	5	0.49	0.35	0.0	0.0	0.0	0.0	1.61	3.78	1.4	4.13
13	5	0.0	0.0	2.52	4.2	0.28	0.07	2.38	2.59	0.0	3.99
14	5	0.0	0.0	0.0	0.0	0.0	4.2	1.82	2.73	1.54	1.26
15	5	1.75	0.0	4.2	4.62	0.0	0.0	2.87	2.87	4.34	3.78
16	5	0.0	0.0	2.03	3.08	0.0	0.0	2.66	2.59	3.92	4.48
17	5	0.21	0.0	0.0	0.84	0.0	2.03	1.54	1.82	0.63	2.38
18	5	0.0	0.0	1.19	1.54	0.0	0.0	2.24	2.73	0.77	2.87
19	5	2.17	4.34	4.2	3.01	0.0	0.0	6.16	5.32	0.42	5.25
20	5	5.390000000000001	4.48	6.23	0.14	0.0	0.0	4.55	5.81	0.42	5.25
21	5	0.63	1.12	2.52	1.33	0.0	0.0	1.75	2.94	0.0	3.5
22	5	2.03	6.23	1.33	2.8	0.0	0.0	6.58	6.44	5.18	6.510000000000001
23	5	2.17	2.66	6.72	1.05	0.0	0.0	3.64	5.46	2.1	6.23
24	5	4.83	3.22	6.58	0.28	0.0	0.0	3.15	5.25	1.4	5.32
25	5	0.0	0.0	0.0	1.05	0.14	4.83	2.24	0.77	0.0	1.4
26	5	0.0	0.0	5.04	6.44	1.96	0.0	6.37	1.12	3.43	0.98
27	5	0.0	0.0	0.0	1.19	2.87	0.56	2.52	1.47	2.38	0.98
28	5	0.0	0.0	0.0	0.0	0.0	0.98	2.1	2.94	3.57	1.68
29	5	0.0	1.26	2.8	4.62	0.77	0.0	1.54	2.1	0.21	2.24
30	5	0.0	0.0	1.4	0.0	6.02	0.42	4.27	1.82	1.54	2.87
31	5	2.03	0.0	0.49	1.75	0.0	0.0	1.75	1.96	0.56	2.38
32	5	2.24	0.0	0.0	0.49	0.0	0.28	1.75	2.38	0.98	1.89
33	5	6.72	0.49	0.0	0.49	0.0	0.0	5.46	5.109999999999999	5.95	5.88
34	5	6.02	4.760000000000001	5.600000000000001	0.0	0.0	0.0	4.899999999999999	6.16	3.64	6.02
35	5	6.02	3.01	0.84	0.0	0.0	0.0	4.760000000000001	4.2	0.7000000000000001	5.95
36	5	5.600000000000001	5.25	4.2	0.0	0.0	0.0	3.29	5.53	1.54	5.04
37	5	0.91	0.28	0.0	0.0	2.52	0.0	2.94	2.52	3.71	2.8
38	5	2.52	0.0	0.42	0.0	2.38	0.0	2.31	2.66	3.22	2.8
39	5	0.91	0.0	0.0	0.28	0.0	4.55	4.13	2.59	1.68	0.7000000000000001
40	5	0.14	0.0	0.7000000000000001	2.03	5.25	1.26	4.13	2.52	0.35	2.94
41	5	0.0	0.0	0.0	0.0	2.66	3.71	3.08	2.73	0.14	1.68
42	5	0.0	0.0	0.0	0.28	0.49	2.24	4.34	2.87	1.96	1.82
