trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	3	4.13	3.5	3.5	3.5	3.5	3.5	3.71	3.5	3.5	5.18
2	3	0.0	0.0	4.06	0.07	0.0	0.0	2.87	4.2	3.01	4.2
3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	3.5
4	3	3.5	0.0	0.0	0.0	0.0	0.0	1.26	3.850000000000001	0.0	3.5
5	3	3.92	0.0	2.24	0.0	0.0	0.0	1.33	3.5	0.0	3.5
6	3	0.0	4.34	0.0	0.98	0.0	0.0	4.55	4.06	0.0	4.2
7	3	0.0	0.0	0.0	0.0	3.5	0.0	3.22	2.66	1.54	3.36
8	3	0.0	0.0	0.0	2.03	0.0	0.0	0.0	2.1	0.0	1.68
9	3	0.0	0.0	0.0	0.84	0.0	0.0	1.26	1.61	0.0	2.24
10	3	0.0	0.0	0.0	0.0	4.41	1.4	4.34	2.31	0.0	4.899999999999999
11	3	0.0	0.0	0.0	0.56	0.0	0.0	0.77	2.03	0.0	2.24
12	3	5.25	0.0	0.0	0.0	0.0	0.0	2.38	4.41	5.46	7.0
13	3	4.41	5.04	0.0	0.0	0.0	0.0	4.06	4.34	6.72	5.32
14	3	4.06	3.92	4.760000000000001	0.0	0.0	0.0	1.61	3.99	5.95	4.48
15	3	4.760000000000001	2.1	4.69	0.0	0.0	0.0	2.94	4.48	0.0	4.41
16	3	0.0	1.05	0.0	0.0	0.0	0.0	0.77	4.06	0.0	3.78
17	3	4.06	0.21	4.34	0.0	0.0	0.0	3.5	4.41	4.97	5.600000000000001
18	3	3.5	0.0	3.01	0.0	0.0	0.0	0.98	3.5	2.31	3.78
19	3	0.0	0.0	0.0	1.12	0.0	1.26	0.7000000000000001	1.89	0.0	2.31
20	3	0.0	0.0	0.0	0.0	5.32	4.69	6.37	2.31	3.43	7.0
21	3	0.0	0.0	0.0	0.0	2.38	0.0	1.61	2.38	0.0	4.2
22	3	0.0	0.0	4.55	4.13	0.0	0.0	1.96	2.66	4.34	4.2
23	3	0.0	0.0	0.0	0.0	1.75	0.0	1.75	2.31	2.38	2.31
24	3	0.0	0.0	0.0	0.0	1.54	6.37	3.57	2.1	0.49	0.0
25	3	0.0	2.24	0.0	0.0	0.0	0.0	0.91	4.06	0.77	2.03
26	3	4.69	3.5	0.0	0.0	0.0	0.0	1.96	4.2	0.0	5.04
27	3	1.96	0.0	0.0	0.0	0.0	0.0	1.12	4.06	0.0	3.36
28	3	2.38	1.89	0.0	0.0	0.0	0.0	0.77	3.850000000000001	0.0	2.94
29	3	5.04	0.0	0.0	0.0	0.0	0.0	4.2	4.899999999999999	6.79	6.93
30	3	6.44	0.0	0.0	0.0	0.0	0.0	4.27	4.62	7.0	7.0
31	3	0.0	0.0	0.0	0.0	0.0	5.390000000000001	2.59	0.77	0.0	0.56
32	3	0.0	0.0	0.0	0.0	1.26	5.18	3.01	2.17	4.55	1.61
33	3	0.0	0.0	0.0	0.0	1.05	4.899999999999999	3.08	2.66	0.0	1.05
34	3	0.0	0.0	0.0	0.0	5.53	6.02	3.36	1.19	7.0	1.75
35	3	0.0	0.0	0.0	0.0	1.12	5.25	3.57	2.24	7.0	0.84
36	3	0.0	0.0	0.0	0.0	3.36	2.94	1.61	3.5	0.0	0.98
37	3	0.0	0.0	0.0	0.0	0.0	0.0	0.7000000000000001	3.5	1.96	3.5
38	3	0.84	0.0	0.0	0.0	0.0	0.0	0.28	3.5	6.58	3.43
39	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
40	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.36	3.5
41	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	2.31
42	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	1.54	2.17
