trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	31	2.59	0.56	6.02	4.06	0.0	0.0	4.899999999999999	3.01	0.0	2.52
2	31	0.0	0.0	0.0	5.32	5.67	5.46	6.02	0.42	0.0	0.56
3	31	0.84	0.42	5.53	5.18	0.0	0.28	4.69	1.05	0.0	3.5
4	31	0.63	0.35	0.42	4.62	0.0	0.0	3.5	2.73	1.12	2.8
5	31	0.35	0.21	0.0	4.48	3.5	0.0	4.41	2.24	0.56	1.05
6	31	0.0	0.0	6.02	6.02	4.48	0.0	4.83	0.7000000000000001	1.89	0.21
7	31	5.32	3.71	4.06	0.0	0.0	0.0	3.92	5.46	3.5	5.25
8	31	5.25	5.04	6.58	0.0	0.0	0.0	4.97	6.3	0.0	5.46
9	31	4.62	0.42	0.0	0.0	0.0	0.0	3.78	3.5	0.0	3.5
10	31	5.04	4.41	5.390000000000001	0.0	0.0	0.0	4.97	5.46	1.4	5.32
11	31	4.55	4.27	6.44	0.0	0.0	0.0	4.27	5.109999999999999	1.05	4.97
12	31	5.109999999999999	4.41	0.07	0.0	0.0	0.0	2.38	4.62	0.0	4.62
13	31	0.0	0.0	5.04	5.109999999999999	0.35	0.28	4.69	0.28	0.0	0.63
14	31	0.0	0.0	0.0	0.0	1.19	6.02	3.29	1.19	0.0	0.14
15	31	0.0	0.0	0.0	5.739999999999999	6.58	6.58	6.16	0.28	0.0	0.0
16	31	0.14	0.14	0.0	5.95	0.56	0.0	3.64	1.12	0.0	0.42
17	31	0.0	0.0	0.0	4.62	4.69	6.3	4.06	0.63	0.0	0.21
18	31	0.0	0.0	0.0	4.06	5.25	0.56	2.87	0.98	0.0	0.49
19	31	0.07	0.0	0.0	0.14	0.28	0.0	1.33	3.5	0.0	2.66
20	31	0.14	0.0	0.0	0.0	0.0	0.0	0.56	3.5	5.81	4.2
21	31	0.21	0.21	0.0	0.0	0.0	0.0	0.91	3.5	5.53	3.5
22	31	0.0	0.0	0.0	0.0	0.0	0.0	0.42	3.5	0.0	1.75
23	31	0.0	0.0	0.0	0.0	0.0	0.0	0.63	3.5	0.77	3.5
24	31	0.0	0.0	0.0	0.0	0.0	0.0	0.7000000000000001	3.5	0.7000000000000001	3.5
25	31	4.760000000000001	3.78	5.81	0.0	0.0	0.0	3.78	4.760000000000001	2.24	5.67
26	31	5.109999999999999	4.55	6.16	0.0	0.0	0.0	4.55	5.739999999999999	0.77	5.739999999999999
27	31	4.13	5.600000000000001	0.0	0.0	0.0	0.0	2.24	4.62	0.0	3.5
28	31	5.390000000000001	4.34	6.23	0.0	0.14	0.0	5.32	6.02	7.0	6.72
29	31	6.09	4.899999999999999	5.04	0.0	0.0	0.0	3.850000000000001	4.48	0.0	4.62
30	31	0.77	6.510000000000001	4.62	4.34	0.21	0.0	5.18	4.760000000000001	0.0	3.5
31	31	0.0	0.0	0.0	0.28	0.28	5.67	2.1	2.38	0.0	1.26
32	31	0.0	0.0	0.0	0.28	4.97	4.41	4.41	1.68	0.0	1.19
33	31	0.0	0.0	0.0	0.21	0.21	6.09	4.41	2.24	0.0	1.26
34	31	0.0	0.0	0.0	0.0	0.0	6.09	4.55	3.5	0.98	0.49
35	31	0.0	0.0	1.4	4.899999999999999	6.37	5.390000000000001	6.72	0.63	0.0	0.28
36	31	0.0	0.0	0.0	0.56	0.77	6.79	6.02	0.42	0.0	0.0
37	31	5.18	4.06	5.32	0.0	0.0	0.0	4.06	5.390000000000001	5.32	5.390000000000001
38	31	1.54	6.510000000000001	5.04	0.14	0.0	0.0	4.760000000000001	6.23	5.32	3.57
39	31	4.69	6.649999999999999	0.42	0.0	0.0	0.0	3.78	6.16	2.1	4.69
40	31	5.04	0.0	0.0	0.0	0.0	0.0	3.99	3.5	0.35	3.5
41	31	0.21	5.88	4.27	0.21	0.0	0.0	4.83	5.81	0.0	4.34
42	31	0.42	6.23	0.0	0.0	0.0	0.0	4.55	5.739999999999999	1.05	4.760000000000001
