trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	24	5.04	0.0	0.63	4.06	0.28	0.0	4.69	2.38	4.760000000000001	4.48
2	30	2.24	4.06	4.48	2.94	0.98	0.7000000000000001	3.57	2.73	5.600000000000001	2.38
3	27	2.45	5.390000000000001	4.48	2.24	0.63	0.0	4.41	4.62	0.49	4.06
4	3	6.16	4.760000000000001	4.69	1.82	0.0	0.0	6.510000000000001	6.58	4.83	6.58
5	9	3.15	2.1	3.850000000000001	2.17	0.7000000000000001	0.84	3.43	2.94	0.63	2.66
6	6	1.12	5.32	4.760000000000001	0.49	1.61	0.0	3.850000000000001	4.69	3.22	4.41
7	20	2.66	1.82	5.32	5.739999999999999	0.0	0.0	7.0	3.15	7.0	6.93
8	19	0.0	0.35	0.0	0.21	0.35	0.0	0.21	3.5	0.35	3.5
9	21	1.4	0.98	0.77	0.07	0.0	0.0	1.4	3.5	3.36	2.87
10	41	0.0	0.0	0.21	0.63	0.0	0.63	0.0	1.12	0.0	1.12
11	40	0.0	0.0	0.0	0.0	0.0	0.0	1.05	3.5	0.98	3.5
12	42	0.0	0.35	0.0	0.0	0.0	0.0	0.49	3.5	0.0	2.45
13	15	1.26	0.0	0.0	4.27	4.48	0.28	5.109999999999999	2.73	5.53	2.87
14	11	0.0	0.0	0.49	4.48	4.97	2.38	1.61	1.12	0.0	1.12
15	12	1.96	0.0	0.56	1.33	1.12	0.28	0.49	3.01	2.24	3.99
16	36	0.0	0.0	0.0	1.33	6.37	5.04	4.760000000000001	0.49	0.0	1.05
17	32	0.0	0.49	0.35	4.41	1.82	0.98	1.33	1.4	2.31	2.1
18	33	0.0	0.0	2.66	3.850000000000001	3.43	0.98	1.26	2.45	1.26	2.52
19	2	5.18	4.48	4.48	4.34	0.0	0.0	2.31	4.2	3.99	4.13
20	8	4.48	3.78	4.69	1.26	0.0	0.0	3.92	4.760000000000001	3.29	4.48
21	1	5.600000000000001	0.77	0.84	4.899999999999999	0.0	0.0	5.739999999999999	5.04	6.09	5.88
22	23	4.2	0.28	1.12	1.47	0.77	0.28	3.36	3.5	3.92	3.92
23	29	4.34	4.27	5.32	0.0	0.0	0.0	3.78	5.04	3.43	4.41
24	22	6.02	0.0	0.0	0.0	0.0	0.0	3.43	3.92	0.56	4.2
25	14	0.0	0.0	0.0	0.84	5.88	4.83	3.71	0.7000000000000001	3.08	0.84
26	13	0.0	0.0	0.0	4.55	6.09	4.2	2.8	0.84	0.0	1.26
27	16	0.0	0.0	0.56	0.42	5.109999999999999	6.16	4.13	0.21	2.1	0.0
28	35	0.0	0.0	0.0	0.0	7.0	4.899999999999999	4.55	1.05	0.63	0.84
29	34	0.0	0.0	0.0	0.0	7.0	7.0	7.0	0.0	0.0	0.0
30	37	0.84	0.0	0.0	0.0	0.0	4.83	3.99	4.06	0.35	3.92
31	28	4.34	0.0	5.04	0.28	0.0	0.0	3.71	4.62	0.84	4.2
32	26	0.0	0.91	0.0	0.56	0.0	0.63	0.28	3.5	0.0	3.5
33	25	0.42	4.83	3.5	0.42	0.0	0.0	4.06	3.92	0.28	3.92
34	7	0.77	0.0	0.42	0.0	0.42	0.0	0.21	2.87	0.84	2.38
35	5	4.760000000000001	4.27	0.84	0.0	0.0	0.0	3.78	4.899999999999999	1.75	4.27
36	4	0.56	1.19	0.0	0.0	0.0	0.0	0.28	3.92	0.77	2.8
37	38	0.0	0.0	0.0	0.0	5.25	7.0	7.0	0.0	0.0	0.0
38	39	0.0	0.0	0.0	4.41	0.63	5.88	3.5	3.5	1.12	0.42
39	31	0.0	0.0	0.63	4.27	0.0	0.0	3.5	1.75	7.0	2.03
40	17	0.0	0.0	0.0	0.0	5.18	5.67	5.18	1.12	4.69	0.84
41	18	0.0	0.0	0.0	0.7000000000000001	0.0	4.97	4.83	1.12	4.2	0.0
42	10	0.0	0.0	0.0	0.28	0.0	0.0	0.0	2.66	0.42	1.4
