trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	6	1.96	5.18	2.1	3.5	0.0	0.0	1.68	3.5	6.72	3.5
2	2	1.82	1.82	1.82	2.1	0.0	0.0	1.19	2.38	5.739999999999999	5.67
3	5	0.7000000000000001	4.97	0.42	2.24	0.0	0.0	5.18	5.109999999999999	6.09	5.25
4	27	1.4	5.67	2.73	0.35	0.0	0.0	5.32	5.32	2.03	5.04
5	23	5.600000000000001	4.13	2.45	0.0	0.0	0.0	5.600000000000001	5.25	4.62	5.32
6	26	0.0	4.69	0.0	1.96	0.0	0.0	5.04	5.18	3.78	4.55
7	35	0.0	1.54	1.4	0.0	1.26	0.0	4.34	2.52	0.98	2.45
8	36	0.0	1.54	0.0	0.0	3.5	0.0	2.73	2.24	1.4	4.34
9	33	0.0	0.0	0.0	1.33	0.0	0.0	1.68	2.52	0.0	3.5
10	14	0.0	1.96	0.0	0.0	1.54	0.0	3.64	3.5	1.61	3.5
11	15	0.0	3.5	0.0	0.0	3.5	0.0	3.64	1.68	5.390000000000001	1.54
12	12	1.19	0.0	0.0	2.87	0.0	0.0	1.61	2.03	4.62	4.83
13	3	1.82	1.96	0.56	0.49	0.0	0.0	1.82	5.32	4.27	5.95
14	8	2.17	2.31	2.24	0.56	0.0	0.0	1.47	5.25	4.62	4.97
15	9	2.8	2.66	2.52	0.0	0.0	0.0	2.03	6.44	0.98	6.02
16	24	3.5	3.5	1.26	0.0	0.0	0.0	3.64	5.32	2.94	5.04
17	29	3.5	5.04	4.899999999999999	0.0	0.0	0.0	4.69	5.600000000000001	2.38	6.02
18	30	2.52	3.5	3.5	0.0	0.0	0.0	2.38	5.18	2.17	5.25
19	21	3.08	3.01	0.0	0.0	0.0	0.0	2.03	5.18	5.04	3.5
20	19	1.33	2.66	0.0	0.0	0.0	0.0	1.82	4.34	2.1	2.38
21	20	0.0	0.0	0.0	0.0	0.0	0.0	3.57	3.5	3.36	1.89
22	42	0.0	2.17	0.0	0.0	0.0	0.0	0.77	3.5	5.53	2.24
23	40	0.0	3.5	0.0	0.0	0.0	0.0	3.57	3.5	4.27	3.5
24	41	0.0	2.45	0.56	0.0	0.0	0.0	3.01	3.5	4.83	4.760000000000001
25	39	3.5	1.54	3.5	0.0	0.0	0.0	2.31	4.97	4.34	3.5
26	38	0.0	0.0	0.0	0.0	1.26	3.5	2.52	2.03	0.84	1.68
27	31	0.0	3.5	0.0	2.17	0.0	0.0	3.43	2.52	4.97	4.76
28	18	0.0	1.68	0.0	0.0	3.5	3.5	1.68	1.54	5.53	0.35
29	17	0.0	1.96	0.0	0.0	1.54	2.52	2.87	1.47	4.55	0.91
30	10	0.0	0.98	0.0	1.19	0.0	0.0	0.91	2.45	1.4	1.96
31	4	1.82	1.68	0.0	0.63	0.0	0.0	1.33	4.760000000000001	3.5	4.83
32	7	2.03	1.96	0.7000000000000001	0.0	0.0	0.0	1.26	5.04	0.0	5.88
33	1	4.34	4.13	0.0	0.0	0.0	0.0	4.83	6.09	5.600000000000001	6.3
34	25	1.12	5.25	0.0	0.0	0.0	0.0	5.109999999999999	4.97	0.84	5.46
35	28	2.73	5.18	1.54	1.12	0.0	0.0	5.32	5.32	5.88	5.88
36	22	4.83	2.24	0.0	0.0	0.0	0.0	4.83	4.760000000000001	3.57	4.62
37	32	0.0	4.48	0.0	4.48	0.0	0.0	5.04	2.17	0.7000000000000001	3.57
38	37	0.0	0.0	0.0	0.0	0.56	2.8	2.1	1.54	1.26	1.61
39	34	0.0	0.0	0.0	0.0	5.32	0.0	5.32	2.17	0.0	2.24
40	11	0.0	0.0	0.35	3.5	3.5	0.0	2.38	1.75	2.59	1.05
41	16	0.0	0.0	0.0	0.0	3.5	4.760000000000001	1.47	1.61	4.83	0.0
42	13	0.0	0.0	0.0	0.0	2.52	0.0	2.24	1.61	2.24	1.4
