trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	22	0.7000000000000001	0.0	0.0	0.0	0.0	0.7000000000000001	0.21	2.03	2.87	2.1
2	22	0.0	4.41	2.59	0.84	0.0	0.21	5.109999999999999	4.760000000000001	2.59	4.2
3	22	5.88	0.0	0.0	3.57	0.0	1.54	5.53	2.03	3.5	2.94
4	22	4.48	1.12	3.5	0.0	0.0	0.0	2.45	4.899999999999999	2.45	3.64
5	22	0.28	4.55	0.63	1.26	0.0	0.0	5.109999999999999	4.41	2.73	3.5
6	22	5.25	1.12	2.03	0.56	0.0	0.0	5.25	5.53	5.18	5.95
7	22	0.0	1.75	0.0	0.0	4.34	2.87	3.29	2.87	2.24	1.19
8	22	0.0	0.0	0.0	3.5	0.98	7.0	6.44	0.0	3.01	0.0
9	22	0.0	0.42	0.0	6.37	0.0	1.89	6.510000000000001	2.38	2.45	0.7000000000000001
10	22	0.0	0.0	0.0	0.21	6.37	1.96	7.0	1.05	1.61	0.0
11	22	0.0	0.0	0.0	0.0	0.35	4.48	3.5	1.4	2.24	0.0
12	22	0.0	0.35	0.0	3.99	0.0	2.17	3.01	3.64	2.73	0.84
13	22	4.760000000000001	1.54	5.600000000000001	1.12	0.0	0.0	3.99	4.760000000000001	4.2	5.88
14	22	2.66	6.16	0.0	0.42	0.0	0.0	4.48	5.04	2.45	4.2
15	22	4.83	4.41	4.83	1.75	0.0	0.0	5.25	4.2	3.22	5.32
16	22	4.34	3.15	5.32	0.84	0.0	0.0	4.13	4.97	3.99	5.95
17	22	2.66	5.32	1.54	0.0	0.49	0.0	3.01	4.83	1.82	3.5
18	22	4.06	1.89	5.32	0.49	0.0	0.0	3.43	4.69	1.26	4.899999999999999
19	22	1.05	0.56	0.0	4.48	0.63	0.0	3.78	2.73	4.34	1.4
20	22	0.0	0.0	0.0	7.0	2.73	3.15	6.72	1.68	1.19	0.0
21	22	0.0	0.0	0.0	0.0	0.98	0.0	0.63	3.5	1.47	3.5
22	22	0.0	0.0	0.0	5.04	2.59	0.77	3.78	2.38	1.54	2.03
23	22	0.0	0.0	0.0	2.73	0.0	0.0	1.4	2.8	1.82	2.1
24	22	0.0	0.0	0.0	0.0	5.88	2.66	5.32	1.82	1.12	1.12
25	22	0.35	4.69	0.0	0.91	0.0	0.0	2.24	4.2	1.54	4.27
26	22	4.13	0.49	5.390000000000001	0.0	0.0	0.0	2.59	4.69	3.43	4.2
27	22	4.899999999999999	2.73	4.06	0.0	0.0	0.0	2.24	4.760000000000001	3.5	5.04
28	22	1.89	4.97	0.7000000000000001	0.56	0.0	0.0	3.5	4.55	3.08	6.37
29	22	4.899999999999999	4.34	5.32	0.0	0.21	0.0	3.5	5.25	4.2	6.23
30	22	4.760000000000001	0.0	0.28	0.42	0.0	0.0	2.8	3.5	3.5	4.83
31	22	0.0	1.82	0.0	0.0	0.0	0.0	1.05	3.5	2.66	3.5
32	22	2.38	0.0	1.54	0.0	0.0	0.0	2.03	3.850000000000001	3.5	4.13
33	22	2.38	0.63	0.0	0.0	0.0	0.0	0.84	3.5	1.12	3.5
34	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
35	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
36	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	3.5
37	22	0.0	0.0	0.0	0.91	6.02	2.66	7.0	1.96	1.68	0.0
38	22	0.0	0.0	0.0	0.0	0.0	4.2	4.62	0.42	2.24	1.26
39	22	0.7000000000000001	0.0	0.0	0.0	0.0	2.8	3.01	3.5	1.33	2.38
40	22	0.0	0.0	0.0	0.0	4.2	0.0	2.45	1.82	1.4	0.91
41	22	0.0	0.0	0.0	0.0	0.0	5.739999999999999	5.18	0.35	4.69	0.35
42	22	0.0	0.0	0.0	0.0	0.0	3.5	2.31	2.59	3.5	2.17
