trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	10	2.8	3.99	2.8	4.69	1.89	0.0	3.5	4.06	4.27	4.34
2	14	2.52	2.66	0.7000000000000001	3.5	3.71	0.35	1.47	2.87	0.56	3.01
3	16	2.87	2.94	0.49	2.8	3.78	3.78	0.7000000000000001	2.66	1.82	1.68
4	31	2.94	4.34	2.45	4.06	2.31	0.91	2.66	3.850000000000001	7.0	5.739999999999999
5	35	1.61	2.17	0.84	3.5	4.48	1.82	2.45	1.96	0.91	3.850000000000001
6	37	1.12	3.99	1.19	1.47	3.71	4.2	3.43	2.45	4.41	4.41
7	4	3.850000000000001	4.48	4.48	3.99	2.38	1.89	2.66	4.48	3.15	5.739999999999999
8	5	4.27	4.2	4.899999999999999	3.15	0.98	0.77	3.29	4.899999999999999	1.4	4.13
9	1	4.83	4.48	4.48	1.19	0.14	0.14	3.92	4.69	3.78	4.41
10	25	4.2	4.760000000000001	3.850000000000001	3.850000000000001	0.84	0.0	3.5	3.15	1.82	3.5
11	26	3.78	4.69	3.78	1.12	1.12	0.0	3.5	3.99	2.24	4.899999999999999
12	22	4.34	3.22	3.71	1.54	0.7	0.0	3.22	3.08	5.25	2.94
13	20	4.13	4.13	3.92	2.17	1.54	0.56	3.15	3.99	3.5	3.99
14	21	3.5	3.64	2.8	0.77	1.68	0.28	3.5	3.92	2.87	4.13
15	19	3.57	3.5	3.5	0.84	1.12	0.7000000000000001	3.71	3.57	2.94	3.92
16	41	3.5	3.5	3.5	0.84	0.7000000000000001	0.14	2.1	2.52	0.7000000000000001	2.66
17	42	3.5	3.5	3.5	3.5	3.5	3.5	0.77	3.5	1.96	3.01
18	40	3.5	3.5	3.5	3.5	3.5	3.5	0.21	3.5	0.77	2.38
19	32	0.98	1.89	3.36	4.34	1.68	0.42	3.5	3.92	4.06	3.850000000000001
20	34	0.49	1.26	0.77	2.52	4.55	4.06	3.01	2.66	3.5	2.24
21	39	3.01	2.94	1.61	3.5	3.5	3.5	2.1	3.78	1.4	3.57
22	11	1.96	2.31	3.5	5.04	3.5	0.0	1.96	2.66	1.54	2.17
23	13	2.31	2.03	0.77	3.5	4.27	3.5	1.12	3.15	1.26	3.5
24	18	1.89	1.26	0.7000000000000001	1.96	3.5	4.760000000000001	1.19	1.68	2.45	1.33
25	7	4.13	4.41	3.92	1.26	0.77	0.63	2.24	4.06	2.03	5.109999999999999
26	9	4.06	4.760000000000001	5.46	1.96	1.96	0.14	2.52	4.55	2.52	5.390000000000001
27	8	4.06	3.99	5.600000000000001	2.59	1.05	0.7000000000000001	2.73	3.99	2.66	4.62
28	28	4.2	5.46	4.2	1.19	1.05	0.42	2.66	4.48	2.8	3.99
29	30	3.850000000000001	4.34	4.06	2.87	1.68	0.98	2.03	4.83	3.57	3.850000000000001
30	29	4.27	4.2	4.41	3.15	2.38	0.63	2.31	3.5	3.08	4.2
31	33	2.17	2.73	0.7000000000000001	5.04	3.5	1.75	1.47	2.52	1.47	3.5
32	38	2.73	2.52	1.33	3.5	3.5	3.5	1.54	3.5	0.91	2.59
33	36	1.89	1.68	0.63	2.38	4.41	2.94	1.82	3.5	2.24	2.24
34	12	1.68	2.1	1.4	3.850000000000001	2.52	0.35	1.05	3.22	1.12	3.57
35	17	2.24	2.8	0.91	2.24	2.94	4.2	1.12	2.52	2.52	1.4
36	15	2.24	2.38	0.84	4.48	3.08	1.54	1.47	2.73	3.57	3.5
37	23	3.5	2.87	2.52	3.5	1.68	1.26	1.82	4.34	1.54	3.5
38	27	3.99	4.97	3.5	2.1	1.54	0.49	2.52	4.2	1.82	4.760000000000001
39	24	3.5	3.22	4.06	2.31	1.54	0.77	1.75	3.5	1.33	2.66
40	2	4.2	5.53	4.27	2.45	1.33	0.98	3.22	5.390000000000001	2.87	5.18
41	6	3.92	4.13	3.01	2.52	2.1	0.14	1.4	3.850000000000001	0.56	4.34
42	3	4.2	4.34	4.83	2.31	0.98	0.49	1.61	4.2	2.66	4.83
